date,ID_electricity_bus_shortage_output1,ID_hp_electricity_bus_shortage_output1,ID_pv_to_ID_electricity_link_input1,ID_pv_to_ID_electricity_link_output1,ID_battery_storage_capacity,ID_thermal_storage_capacity,ID_electricity_sink_input1,ID_heat_sink_input1,ID_cooling_sink_input1,ID_photovoltaic_electricity_source_output1,ID_GCHP_transformer_input1,ID_GCHP_transformer_input2,ID_GCHP_transformer_output1,ID_ASCH_transformer_input1,ID_ASCH_transformer_input2,ID_ASCH_transformer_output1
2012-01-01 00:00:00,0.2912219035789898,1.3113351781015936,0.0,0.0,5.4,9.200000000000001,0.2912219035789898,1.5534785740157577,5.0,0.0,1.193650378623644,0.35982819539211364,1.5534785740157577,4.04849301729052,0.9515069827094801,5.0
2012-01-01 01:00:00,0.215507205272396,1.349100482825122,0.0,0.0,5.4,9.200000000000001,0.215507205272396,1.6490772554936506,5.0,0.0,1.2671057865389455,0.3819714689547053,1.6490772554936506,4.032870986129583,0.9671290138704168,5.0
2012-01-01 02:00:00,0.19752746161119958,1.3754457301308292,0.0,0.0,5.4,9.200000000000001,0.19752746161119958,1.72077626660207,5.0,0.0,1.3221973424754212,0.39857892412664897,1.72077626660207,4.02313319399582,0.9768668060041802,5.0
2012-01-01 03:00:00,0.1923333134424095,1.4393633556979564,0.0,0.0,5.4,9.200000000000001,0.1923333134424095,1.9757060838764509,5.0,0.0,1.5180784302495576,0.4576276536268932,1.9757060838764509,4.018264297928937,0.9817357020710631,5.0
2012-01-01 04:00:00,0.19542982485072669,1.5938016339421999,0.0,0.0,5.4,9.200000000000001,0.19542982485072669,2.6130306270624026,5.0,0.0,2.0077811496848987,0.6052494773775039,2.6130306270624026,4.011447843435304,0.988552156564696,5.0
2012-01-01 05:00:00,0.23393644252512233,1.8796143461992685,0.0,0.0,5.4,9.200000000000001,0.23393644252512233,3.8637800430648337,5.0,0.0,2.9688227365767563,0.8949573064880776,3.8637800430648337,4.015342960288809,0.9846570397111908,5.0
2012-01-01 06:00:00,0.4499430851214405,2.133595069845307,0.0,0.0,5.4,9.200000000000001,0.4499430851214405,4.939265209691127,5.0,0.0,3.7951960756238945,1.144069134067233,4.939265209691127,4.010474064221926,0.9895259357780738,5.0
2012-01-01 07:00:00,0.6464217283524036,2.0687824305407823,0.0,0.0,5.4,9.200000000000001,0.6464217283524036,4.604669824518503,5.0,0.0,3.5381021479203403,1.0665676765981627,4.604669824518503,3.99778524605738,1.0022147539426198,5.0
2012-01-01 08:00:00,0.666748827436034,1.97663888936091,0.0,0.0,5.4,9.200000000000001,0.666748827436034,4.198375428237458,5.0,0.0,3.22591666428031,0.9724587639571483,4.198375428237458,3.995819874596238,1.0041801254037617,5.0
2012-01-01 09:00:00,0.6154066705368397,1.9068253799689796,0.0,0.0,5.4,9.200000000000001,0.6154066705368397,3.8717465998546574,5.0,0.0,2.9749440205696973,0.8968025792849601,3.8717465998546574,3.9899771993159803,1.0100228006840195,5.0
2012-01-01 10:00:00,0.5758178536015491,1.8597688579188643,0.004578260528349917,0.004578260528349917,5.4,9.200000000000001,0.580396114129899,3.592917112210804,5.0,0.004578260528349917,2.760699080816736,0.832218031394068,3.592917112210804,3.9724491734752037,1.0275508265247961,5.0
2012-01-01 11:00:00,0.5909342416646558,1.813227895477318,0.0,0.0,5.4,9.200000000000001,0.5909342416646558,3.425619419624491,5.0,0.0,2.6321521169649587,0.7934673026595326,3.425619419624491,3.9802394071822143,1.0197605928177855,5.0
2012-01-01 12:00:00,0.6528145260986068,1.8070251547629024,0.0,0.0,5.4,9.200000000000001,0.6528145260986068,3.377820078885545,5.0,0.0,2.5954244130073083,0.7823956658782368,3.377820078885545,3.9753705111153343,1.0246294888846657,5.0
2012-01-01 13:00:00,0.6467713344791491,1.8101510636627731,0.0,0.0,5.4,9.200000000000001,0.6467713344791491,3.3618869653058963,5.0,0.0,2.5831818450214246,0.7787051202844716,3.3618869653058963,3.9685540566216986,1.0314459433783014,5.0
2012-01-01 14:00:00,0.5761009531441688,1.831320558011987,0.0,0.0,5.4,9.200000000000001,0.5761009531441688,3.457485646783789,5.0,0.0,2.6566372529367257,0.8008483938470632,3.457485646783789,3.969527835835076,1.0304721641649237,5.0
2012-01-01 15:00:00,0.5235102029351693,1.853721611378866,0.0,0.0,5.4,9.200000000000001,0.5235102029351693,3.6088502257904524,5.0,0.0,2.7729416488026195,0.8359085769878332,3.6088502257904524,3.982186965608967,1.0178130343910328,5.0
2012-01-01 16:00:00,0.5254580084984655,1.8870920158971685,0.0,0.0,5.4,9.200000000000001,0.5254580084984655,3.815980702325887,5.0,0.0,2.9320950326191055,0.8838856697067817,3.815980702325887,3.9967936538096134,1.0032063461903866,5.0
2012-01-01 17:00:00,0.6426260046905955,1.9472168102406573,0.0,0.0,5.4,9.200000000000001,0.6426260046905955,4.062943962810443,5.0,0.0,3.1218548364002996,0.9410891264101432,4.062943962810443,3.993872316169486,1.0061276838305142,5.0
2012-01-01 18:00:00,0.830014888626176,1.9916606577591676,0.0,0.0,5.4,9.200000000000001,0.830014888626176,4.166509201078161,5.0,0.0,3.201431528308543,0.9650776727696176,4.166509201078161,3.9734170150104497,1.02658298498955,5.0
2012-01-01 19:00:00,0.9343473455935075,2.0127162216808796,0.0,0.0,5.4,9.200000000000001,0.9343473455935075,4.198375428237458,5.0,0.0,3.22591666428031,0.9724587639571483,4.198375428237458,3.9597425422762687,1.0402574577237313,5.0
