date,ID_electricity_bus_shortage_output1,ID_hp_electricity_bus_shortage_output1,district_chp_electricity_bus_excess_input1,district_gas_bus_shortage_output1,ID_electricity_sink_input1,ID_heat_sink_input1,ID_heat_sink_window-insulation_output1,ID_cooling_sink_input1,ID_pv_to_ID_electricity_link_input1,ID_pv_to_ID_electricity_link_output1,ID_battery_storage_capacity,ID_thermal_storage_capacity,ID_photovoltaic_electricity_source_output1,ID_GCHP_transformer_input1,ID_GCHP_transformer_input2,ID_GCHP_transformer_output1,ID_ASCH_transformer_input1,ID_ASCH_transformer_input2,ID_ASCH_transformer_output1,ID_AbsCH_transformer_input1,ID_AbsCH_transformer_input2,ID_AbsCH_transformer_output1,ID_chp_transformer_input1,ID_chp_transformer_output1,ID_chp_transformer_output2,ID_Diameter65L_f0-c0_exergy_input1,district_heat_bus_Diameter65L_p0-f4_exergy_input1,district_heat_bus_Diameter65L_p0-f4_exergy_output1,ID_street1_Diameter65L_f1-f0_exergy_output1,ID_street1_Diameter65L_f0-f4_exergy_input1,ID_street1_Diameter65L_f0-f4_exergy_output1,ID_street1_Diameter65L_f4-f2_exergy_input1,district_heat_bus_dh_source_link_exergy_input1,district_heat_bus_dh_source_link_exergy_output1
2012-01-01 00:00:00,0.2912219035789898,0.6880448076834587,327.9484935232912,936.9956957808321,0.2912219035789898,1.5534785740157577,0.40380079007443664,5.0,0.0,0.0,2.6,5.4,0.0,0.8833809136802616,0.26629687026105947,1.149677783941321,0.809698603458104,0.190301396541896,1.0,4.628930817610063,0.23144654088050315,4.0,936.9956957808321,327.9484935232912,515.3476326794577,0.5821873260287543,515.3476326794577,514.8818085973887,-259.0163711867822,-259.59855851281094,-260.45110017081214,254.43070842657656,515.3476326794577,515.3476326794577
2012-01-01 01:00:00,0.215507205272396,0.7075567136240188,327.9484935232912,936.9956957808321,0.215507205272396,1.6490772554936506,0.42865006946363277,5.0,0.0,0.0,2.6,5.4,0.0,0.9377428160605854,0.28268436996943236,1.2204271860300178,0.8065741972259166,0.19342580277408336,1.0,4.628930817610063,0.23144654088050315,4.0,936.9956957808321,327.9484935232912,515.3476326794577,0.5821873260287543,515.3476326794577,514.8818085973887,-259.0163711867822,-259.59855851281094,-260.45110017081214,254.43070842657656,515.3476326794577,515.3476326794577
2012-01-01 02:00:00,0.19752746161119958,0.7217948968320512,327.9484935232912,936.9956957808321,0.19752746161119958,1.72077626660207,0.44728702900552986,5.0,0.0,0.0,2.6,5.4,0.0,0.9785142428458283,0.29497499475071204,1.2734892375965403,0.804626638799164,0.19537336120083604,1.0,4.628930817610063,0.23144654088050315,4.0,936.9956957808321,327.9484935232912,515.3476326794577,0.5821873260287543,515.3476326794577,514.8818085973887,-259.0163711867822,-259.59855851281094,-260.45110017081214,254.43070842657656,515.3476326794577,515.3476326794577
2012-01-01 03:00:00,0.1923333134424095,0.7664686752677554,327.9484935232912,936.9956957808321,0.1923333134424095,1.9757060838764509,0.513551774043386,5.0,0.0,0.0,2.6,5.4,0.0,1.1234793158600251,0.33867499397303974,1.462154309833065,0.8036528595857874,0.1963471404142126,1.0,4.628930817610063,0.23144654088050315,4.0,936.9956957808321,327.9484935232912,515.3476326794577,0.5821873260287543,515.3476326794577,514.8818085973887,-259.0163711867822,-259.59855851281094,-260.45110017081214,254.43070842657656,515.3476326794577,515.3476326794577
2012-01-01 04:00:00,0.19542982485072669,0.8770819642223013,327.9484935232912,936.9956957808321,0.19542982485072669,2.6130306270624026,0.6792136366380267,5.0,0.0,0.0,2.6,5.4,0.0,1.485891998395517,0.447924992028859,1.933816990424376,0.8022895686870608,0.1977104313129392,1.0,4.628930817610063,0.23144654088050315,4.0,936.9956957808321,327.9484935232912,515.3476326794577,0.5821873260287543,515.3476326794577,514.8818085973887,-259.0163711867822,-259.59855851281094,-260.45110017081214,254.43070842657656,515.3476326794577,515.3476326794577
2012-01-01 05:00:00,0.23393644252512233,1.0907060620361455,327.9484935232912,936.9956957808321,0.23393644252512233,3.8637800430648337,1.0043250419800092,5.0,0.0,0.0,2.6,5.4,0.0,2.19712688787142,0.6623281132134043,2.8594550010848243,0.8030685920577618,0.19693140794223815,1.0,4.628930817610063,0.23144654088050315,4.0,936.9956957808321,327.9484935232912,515.3476326794577,0.5821873260287543,515.3476326794577,514.8818085973887,-259.0163711867822,-259.59855851281094,-260.45110017081214,254.43070842657656,515.3476326794577,515.3476326794577
2012-01-01 06:00:00,0.4499430851214405,1.2760392129687173,327.9484935232912,936.9956957808321,0.4499430851214405,4.939265209691127,1.2838794351084653,5.0,0.0,0.0,2.6,5.4,0.0,2.8086982896500627,0.8466874849325993,3.655385774582662,0.8020948128443852,0.19790518715561475,1.0,4.628930817610063,0.23144654088050315,4.0,936.9956957808321,327.9484935232912,515.3476326794577,0.5821873260287543,515.3476326794577,514.8818085973887,-259.0163711867822,-259.59855851281094,-260.45110017081214,254.43070842657656,515.3476326794577,515.3476326794577
2012-01-01 07:00:00,0.6464217283524036,1.2219275790722017,327.9484935232912,936.9956957808321,0.6464217283524036,4.604669824518503,1.196906957246279,5.0,0.0,0.0,2.6,5.4,0.0,2.6184316313189298,0.7893312359532942,3.4077628672722238,0.7995570492114761,0.20044295078852395,1.0,4.6430678466076705,0.2321533923303835,4.0,936.9956957808321,327.9484935232912,515.3476326794577,0.5821873260287543,515.3476326794577,514.8818085973887,-259.0163711867822,-259.59855851281094,-260.45110017081214,254.43070842657656,515.3476326794577,515.3476326794577
2012-01-01 08:00:00,0.666748827436034,1.1526737796038453,327.9484935232912,936.9956957808321,0.666748827436034,4.198375428237458,1.0912975198421955,5.0,0.0,0.0,2.6,5.4,0.0,2.3873935462025533,0.7196843621927095,3.107077908395263,0.7991639749192476,0.20083602508075232,1.0,4.6430678466076705,0.2321533923303835,4.0,936.9956957808321,327.9484935232912,515.3476326794577,0.5821873260287543,515.3476326794577,514.8818085973887,-259.0163711867822,-259.59855851281094,-260.45110017081214,254.43070842657656,515.3476326794577,515.3476326794577
2012-01-01 09:00:00,0.6154066705368397,1.0978516906562894,327.9484935232912,936.9956957808321,0.6154066705368397,3.8717465998546574,1.0063958152624422,5.0,0.0,0.0,2.6,5.4,0.0,2.2016570464031138,0.663693738189102,2.8653507845922155,0.7979954398631961,0.2020045601368039,1.0,4.6430678466076705,0.2321533923303835,4.0,936.9956957808321,327.9484935232912,515.3476326794577,0.5821873260287543,515.3476326794577,514.8818085973887,-259.0163711867822,-259.59855851281094,-260.45110017081214,254.43070842657656,515.3476326794577,515.3476326794577
