Start Date,End Date,Resolution,Total System Costs,Total Constraint Costs,Total Variable Costs,Total Periodical Costs,Total Energy Demand,Total Energy Usage
2011-12-02,2011-12-05 23:00:00,h,4041290.72,11656.6,4035290.72,6000.0,443.69,452.92
