Start Date,End Date,Resolution,Total System Costs,Total Constraint Costs,Total Variable Costs,Total Periodical Costs,Total Energy Demand,Total Energy Usage
2012-01-01,2012-01-01 23:00:00,h,327537.17,5701755.52,3011.28,324525.89,189.5,238.63
