Costs,Emissions,Folder
329336.02,6727650.16,2
189703.14,5370084.33,3
3035557.51,1082730608.21,5
324858.87,2262216.96,6
2787263.89,1085292638.07,14
107972.77,5944036.09,16
2773785.14,1089116707.34,26
2698311.81,1082854348.37,30
246298.19,6327265.69,39
374293.19,8192897.01,43
2850965.94,1086232967.14,44
3051314.7,1084705560.42,53
2933887.22,1083070008.68,56
2621687.29,1083628908.92,59
2924052.03,1089305501.66,61
2876376.74,1086360556.18,64
347080.77,4472787.73,66
2647090.55,1085243710.59,67
195555.12,4160154.49,69
18067.18,3266710.53,71
2921813.36,1088600311.72,75
781456.39,3953967.67,76
2535704.31,1084821446.35,78
2769917.91,1087590001.42,85
535709.04,1017758.95,87
2596170.27,1086223024.39,88
651308.25,2249652.94,93
2821046.17,1085861245.95,94
559462.59,5784684.7,95
19307.45,5788597.65,97
2724251.96,1090250100.13,99
378780.11,2982118.81,101
144044.31,4633002.09,102
2915578.71,1084089722.55,109
391053.76,4939083.49,113
3037497.33,1083954024.39,119
317598.38,3758021.75,125
2500826.53,1088366079.31,136
511520.6,1853137.5,137
2836985.17,1084035720.17,140
533051.74,5064745.48,142
424481.4,2379493.17,144
2563441.3,1088578493.37,147
489682.23,3603309.55,159
747712.77,2013228.16,163
457311.53,7097619.31,164
2811750.66,1082784685.81,167
2944482.28,1087634934.95,171
449502.41,1608098.02,173
295413.37,5536016.36,176
490713.75,1396751.97,182
160141.69,1808548.37,187
2504989.35,1086322722.59,192
297588.03,2628949.7,193
2616061.99,1082890716.87,196
2942849.52,1087893496.31,198
2843480.29,1085281699.64,199
2931707.97,1086901796.66,202
2738783.93,1085762007.43,205
269876.79,4266649.96,209
350968.75,5513801.76,211
440296.06,4116977.71,212
2854288.29,1087827406.07,215
38897.4,4625982.72,221
3031215.86,1085638623.91,222
336055.9,5750477.45,225
2794414.23,1086062000.12,228
2886450.98,1085847822.29,230
365111.96,996065.57,231
94951.98,6374797.31,234
484979.58,5023579.87,235
2864779.09,1084819880.04,237
449362.51,2397484.1,239
414065.62,8051174.3,244
2926281.15,1086775416.09,245
2696286.11,1087178086.78,246
400864.97,1391951.91,249
409205.28,5569280.7,250
42737.41,9873180.74,252
2591071.57,1086886326.06,258
443852.16,7485011.01,259
2910569.78,1085469158.29,263
349106.89,972556.44,267
2881037.02,1082948991.12,271
3158560.85,1082531529.54,273
536384.55,4459402.29,274
2697042.76,1088626521.6,275
379407.98,3885525.3,282
536820.37,5447325.47,289
2793454.06,1087514293.24,290
2786357.07,1088408190.8,291
2786175.72,1088097029.84,293
588368.0,6199820.63,294
226821.18,1385588.29,299
2567627.24,1084543846.11,300
554110.99,5310592.16,301
283134.7,5274438.25,304
300618.05,2916187.76,305
183656.41,2499935.88,306
2837892.86,1084652301.26,311
80840.47,5594953.58,312
372729.27,1076267.63,314
2692053.38,1086825849.53,316
2848471.18,1086133859.36,320
485911.51,6340431.41,321
2706364.02,1086584017.55,325
151163.98,2480921.74,326
64654.11,2426530.41,327
227383.99,6584849.4,328
705335.02,1599234.71,329
2824284.79,1089131836.79,332
513942.81,2692522.42,337
2885103.97,1082631862.12,338
2979367.92,1084823283.83,341
2485244.82,1086484331.19,342
2794375.9,1084542278.92,344
2897493.16,1086174864.52,345
56275.16,3904779.43,346
433868.3,840962.0,347
354253.86,4603442.73,349
44349.13,8185073.55,350
2994281.1,1084843263.59,353
2764464.81,1088818922.77,354
2845091.06,1086704402.0,355
499098.46,7721738.17,360
2901082.2,1086052180.44,362
3100186.57,1086341573.15,368
441629.42,5720126.76,369
2881121.39,1086216641.28,372
2846086.22,1087663979.67,373
2766362.26,1090719826.66,375
2816410.11,1085808580.78,382
3063489.68,1084966867.6,383
2916722.01,1084847091.5,384
391560.2,3881438.47,391
367987.92,2599454.13,395
499902.87,3927278.56,397
163759.76,7283987.63,403
169642.38,1182740.0,406
393499.97,4400642.28,408
488271.09,7397723.14,413
2628239.31,1086663598.66,414
322629.9,4199672.09,415
335745.55,6561171.42,417
3088200.51,1085178466.36,419
2807060.09,1083117537.28,420
2524356.42,1088125998.53,421
2900390.93,1084097956.84,424
2863680.32,1086165133.68,427
746070.87,3587394.77,428
754658.72,4787429.76,429
2790681.66,1090730743.68,430
2917660.64,1083862694.14,432
3043131.76,1085693744.01,433
2905248.04,1085322044.16,438
2622638.4,1085095914.84,439
2901936.91,1084898092.52,440
687053.48,6716434.41,442
2488322.95,1084609867.68,444
211577.79,1032721.64,445
644258.55,1007035.0,448
2467839.24,1090126503.96,449
3138544.0,1085327036.67,452
421378.3,8884135.61,455
157337.79,4536465.39,458
211262.76,1635249.45,459
373564.95,7248756.81,460
2498325.7,1089491517.61,461
136629.99,4698012.05,462
362409.51,4598413.54,470
363283.48,5566644.95,472
57058.5,7231923.71,475
418469.71,3290862.43,476
201997.32,2537727.79,479
327586.1,3748590.31,482
2778442.81,1088807001.21,484
2908038.77,1085954326.11,487
660249.87,1147248.17,488
2870247.41,1084091572.81,494
2825487.03,1085314064.98,496
2708540.42,1088871416.29,497
3126204.32,1083470235.53,502
2792983.49,1084485244.78,511
2658654.61,1086066048.55,512
373549.05,2914224.36,516
2663838.02,1089605656.58,520
376034.65,3985937.48,524
468252.04,4704104.14,526
293737.23,5935950.66,528
353149.56,1329376.16,534
507181.88,1157933.01,535
2748644.66,1088434208.88,536
560213.34,1627231.72,538
493360.72,4234448.62,542
160466.68,10020713.95,543
455216.19,5127599.29,548
2770724.68,1082811874.27,551
2889974.26,1091765605.46,553
2499265.66,1085889732.45,556
172612.12,5459264.69,561
2809137.76,1086319187.81,563
478213.33,3843402.46,564
2562033.7,1085242970.25,565
650612.88,3730794.09,567
52601.55,5802912.04,572
505761.86,5027907.96,576
478275.98,2718350.48,578
2816951.32,1086649448.84,579
2502657.8,1090140540.98,584
349388.25,3386399.12,585
191779.83,1134931.29,589
214441.36,3196500.59,590
2820608.13,1085096545.27,591
172096.28,6780059.59,600
2640310.79,1084665167.57,604
2541782.98,1086535180.25,605
2938065.06,1089313247.0,608
335023.96,3467600.56,609
156418.41,5543066.6,610
2538189.9,1083618908.95,613
2855506.45,1085430868.87,615
136513.95,5510356.93,616
3100029.5,1084756631.83,624
2628333.4,1089031011.9,633
482945.88,1987842.95,636
3166606.27,1082819072.32,637
680699.9,1028501.41,645
160194.04,5961431.4,650
93054.96,2147879.59,654
364799.51,1979745.19,663
2699885.97,1084948213.82,669
328011.9,4151244.67,675
67682.71,3767986.53,676
497047.35,3557057.12,679
59136.45,3558674.56,680
2907259.8,1086921876.19,681
275519.18,1948699.96,682
2689113.85,1086260322.44,685
125007.59,5353744.63,697
2843283.57,1088401158.75,699
570636.51,8305081.48,701
788533.67,2614990.07,709
2955961.3,1082915273.52,710
420212.43,2387083.88,711
446462.43,8630676.04,712
327043.84,1037656.78,714
440479.22,3458239.29,715
2757916.2,1085016262.89,719
514606.4,4866587.26,722
2860924.63,1090041326.34,724
489037.28,3782152.3,725
3161088.69,1083655683.86,726
470555.85,979575.12,730
568958.39,1098023.09,731
574920.3,1266515.94,732
362670.03,3905290.68,736
357270.48,5358689.96,737
502104.5,4529963.57,739
2780853.6,1088435041.67,748
18918.1,2753931.15,750
170011.12,5334069.5,753
2616362.0,1087731159.23,758
2566336.43,1087249093.74,763
2694278.12,1087501277.53,768
794986.0,800687.76,771
208898.57,1488270.57,772
282615.19,3253156.01,774
2844078.24,1084778635.61,777
533346.21,1173906.91,779
3049207.49,1087207699.81,780
601971.79,1002048.59,782
525626.15,4274330.64,784
2903437.82,1084204646.25,787
729399.63,862299.18,788
