Costs,Emissions,Folder
330213.73,6648472.95,1
192367.93,9637014.69,2
3006795.47,1086668395.39,3
3039037.8,1087648079.61,4
327537.17,5701755.52,5
3062603.57,1088130891.46,6
205175.63,6639285.49,7
2623684.64,1088126992.15,8
2824621.26,1087291927.32,9
487617.15,9630316.19,10
