Start Date,End Date,Resolution,Total System Costs,Total Constraint Costs,Total Variable Costs,Total Periodical Costs,Total Energy Demand,Total Energy Usage
2011-12-02,2011-12-05 23:00:00,h,707646.16,897776.16,681891.37,25754.8,489.51,875.31
