date,ID_electricity_bus_shortage_output1,ID_hp_electricity_bus_shortage_output1,ID_electricity_sink_input1,ID_heat_sink_input1,ID_cooling_sink_input1,ID_pv_to_ID_electricity_link_input1,ID_pv_to_ID_electricity_link_output1,ID_battery_storage_capacity,ID_thermal_storage_capacity,ID_photovoltaic_electricity_source_output1,ID_GCHP_transformer_input1,ID_GCHP_transformer_input2,ID_GCHP_transformer_output1,ID_AbsCH_transformer_input1,ID_AbsCH_transformer_input2,ID_AbsCH_transformer_output1
2012-01-01 00:00:00,0.2912219035789898,0.6491363714927425,0.2912219035789898,1.5534785740157577,5.0,0.0,0.0,8.1,2.2,0.0,1.193650378623644,0.35982819539211364,1.5534785740157577,5.786163522012578,0.2893081761006289,5.0
2012-01-01 01:00:00,0.215507205272396,0.6712796450553342,0.215507205272396,1.6490772554936506,5.0,0.0,0.0,8.1,2.2,0.0,1.2671057865389455,0.3819714689547053,1.6490772554936506,5.786163522012578,0.2893081761006289,5.0
2012-01-01 02:00:00,0.19752746161119958,0.687887100227278,0.19752746161119958,1.72077626660207,5.0,0.0,0.0,8.1,2.2,0.0,1.3221973424754212,0.39857892412664897,1.72077626660207,5.786163522012578,0.2893081761006289,5.0
2012-01-01 03:00:00,0.1923333134424095,0.7469358297275221,0.1923333134424095,1.9757060838764509,5.0,0.0,0.0,8.1,2.2,0.0,1.5180784302495576,0.4576276536268932,1.9757060838764509,5.786163522012578,0.2893081761006289,5.0
2012-01-01 04:00:00,0.19542982485072669,0.8945576534781328,0.19542982485072669,2.6130306270624026,5.0,0.0,0.0,8.1,2.2,0.0,2.0077811496848987,0.6052494773775039,2.6130306270624026,5.786163522012578,0.2893081761006289,5.0
2012-01-01 05:00:00,0.23393644252512233,1.1842654825887065,0.23393644252512233,3.8637800430648337,5.0,0.0,0.0,8.1,2.2,0.0,2.9688227365767563,0.8949573064880776,3.8637800430648337,5.786163522012578,0.2893081761006289,5.0
2012-01-01 06:00:00,0.4499430851214405,1.433377310167862,0.4499430851214405,4.939265209691127,5.0,0.0,0.0,8.1,2.2,0.0,3.7951960756238945,1.144069134067233,4.939265209691127,5.786163522012578,0.2893081761006289,5.0
2012-01-01 07:00:00,0.6464217283524036,1.356759417011142,0.6464217283524036,4.604669824518503,5.0,0.0,0.0,8.1,2.2,0.0,3.5381021479203403,1.0665676765981627,4.604669824518503,5.803834808259587,0.2901917404129794,5.0
2012-01-01 08:00:00,0.666748827436034,1.2626505043701277,0.666748827436034,4.198375428237458,5.0,0.0,0.0,8.1,2.2,0.0,3.22591666428031,0.9724587639571483,4.198375428237458,5.803834808259587,0.2901917404129794,5.0
2012-01-01 09:00:00,0.6154066705368397,1.1869943196979396,0.6154066705368397,3.8717465998546574,5.0,0.0,0.0,8.1,2.2,0.0,2.9749440205696973,0.8968025792849601,3.8717465998546574,5.803834808259587,0.2901917404129794,5.0
2012-01-01 10:00:00,0.5726130712317041,1.1224097718070474,0.580396114129899,3.592917112210804,5.0,0.007783042898194859,0.007783042898194859,8.1,2.2,0.007783042898194859,2.760699080816736,0.832218031394068,3.592917112210804,5.803834808259587,0.2901917404129794,5.0
2012-01-01 11:00:00,0.5909342416646558,1.083659043072512,0.5909342416646558,3.425619419624491,5.0,0.0,0.0,8.1,2.2,0.0,2.6321521169649587,0.7934673026595326,3.425619419624491,5.803834808259587,0.2901917404129794,5.0
2012-01-01 12:00:00,0.6528145260986068,1.0725874062912162,0.6528145260986068,3.377820078885545,5.0,0.0,0.0,8.1,2.2,0.0,2.5954244130073083,0.7823956658782368,3.377820078885545,5.803834808259587,0.2901917404129794,5.0
2012-01-01 13:00:00,0.6467713344791491,1.068896860697451,0.6467713344791491,3.3618869653058963,5.0,0.0,0.0,8.1,2.2,0.0,2.5831818450214246,0.7787051202844716,3.3618869653058963,5.803834808259587,0.2901917404129794,5.0
2012-01-01 14:00:00,0.5761009531441688,1.0910401342600426,0.5761009531441688,3.457485646783789,5.0,0.0,0.0,8.1,2.2,0.0,2.6566372529367257,0.8008483938470632,3.457485646783789,5.803834808259587,0.2901917404129794,5.0
2012-01-01 15:00:00,0.5235102029351693,1.1261003174008126,0.5235102029351693,3.6088502257904524,5.0,0.0,0.0,8.1,2.2,0.0,2.7729416488026195,0.8359085769878332,3.6088502257904524,5.803834808259587,0.2901917404129794,5.0
2012-01-01 16:00:00,0.5254580084984655,1.174077410119761,0.5254580084984655,3.815980702325887,5.0,0.0,0.0,8.1,2.2,0.0,2.9320950326191055,0.8838856697067817,3.815980702325887,5.803834808259587,0.2901917404129794,5.0
2012-01-01 17:00:00,0.6426260046905955,1.2312808668231225,0.6426260046905955,4.062943962810443,5.0,0.0,0.0,8.1,2.2,0.0,3.1218548364002996,0.9410891264101432,4.062943962810443,5.803834808259587,0.2901917404129794,5.0
2012-01-01 18:00:00,0.830014888626176,1.255269413182597,0.830014888626176,4.166509201078161,5.0,0.0,0.0,8.1,2.2,0.0,3.201431528308543,0.9650776727696176,4.166509201078161,5.803834808259587,0.2901917404129794,5.0
2012-01-01 19:00:00,0.9343473455935075,1.2626505043701277,0.9343473455935075,4.198375428237458,5.0,0.0,0.0,8.1,2.2,0.0,3.22591666428031,0.9724587639571483,4.198375428237458,5.803834808259587,0.2901917404129794,5.0
2012-01-01 20:00:00,0.8402533537665795,1.219144439054187,0.8402533537665795,4.007178065281672,5.0,0.0,0.0,8.1,2.2,0.0,3.0790058484497074,0.9281722168319648,4.007178065281672,5.819444444444444,0.2909722222222222,5.0
2012-01-01 21:00:00,0.7040567955330165,1.099201707256816,0.7040567955330165,3.489351873943087,5.0,0.0,0.0,8.1,2.2,0.0,2.681122388908493,0.8082294850345938,3.489351873943087,5.819444444444444,0.2909722222222222,5.0
2012-01-01 22:00:00,0.5826935258199407,0.8427087884901298,0.5826935258199407,2.382000480157495,5.0,0.0,0.0,8.1,2.2,0.0,1.8302639138895878,0.5517365662679076,2.382000480157495,5.819444444444444,0.2909722222222222,5.0
2012-01-01 23:00:00,0.4314639041363219,0.6932416919426364,0.4314639041363219,1.7367093801817188,5.0,0.0,0.0,8.1,2.2,0.0,1.3344399104613047,0.4022694697204142,1.7367093801817188,5.819444444444444,0.2909722222222222,5.0
