Costs,Emissions,Folder
330213.73,6648472.93,2
192367.93,9637014.71,3
3006795.48,1086668400.2,4
3039037.8,1087648084.39,5
327537.16,5701755.52,6
3062603.57,1088130896.29,7
205175.63,6639285.47,8
2623684.64,1088126996.97,9
2824621.27,1087291932.12,10
487617.15,9630316.21,11
2926593.35,1088413182.49,12
2776853.04,1087620859.42,14
2561963.94,1088208022.17,15
109281.41,6631315.62,16
271636.93,7215020.15,17
631423.73,6380156.63,18
2672347.61,1088358219.99,19
2934820.86,1088697977.87,20
2912850.26,1088354427.78,21
362538.06,5544002.58,22
2937326.76,1087578715.81,23
2834086.49,1087704506.03,24
2870720.9,1088384972.23,25
2772773.06,1090789552.2,26
679134.15,4800281.37,27
2918317.21,1090195321.31,28
2914605.57,1089566207.42,29
2693482.55,1087610368.61,30
353617.28,6652414.13,31
2688234.0,1088375931.04,32
2830819.11,1088370161.19,33
182450.99,6621933.23,34
3192216.59,1086509601.56,35
138379.27,6639414.13,36
206827.51,6371911.36,37
201312.08,6621263.38,38
246543.32,6620903.08,39
213835.24,6617995.02,41
2694848.86,1087356556.0,42
375415.06,8503079.19,43
2844948.41,1088540042.55,44
480923.35,5919514.48,45
2716655.72,1088720617.57,46
2752676.84,1088367611.93,47
98804.61,7906320.4,48
2849759.83,1088361969.24,49
3162209.41,1086409200.84,50
2703642.53,1088370051.64,51
3052825.75,1086932244.24,53
2929978.48,1088196481.68,55
2934042.77,1086637373.55,56
262830.54,7932969.65,57
263744.04,6624485.47,58
2622980.91,1088967489.85,59
248153.25,5443421.62,60
2922260.56,1088327983.24,61
233090.3,5506738.91,62
3040268.01,1089806510.54,63
2867558.68,1088386559.69,64
3217949.21,1086861064.39,65
349341.49,6632995.02,66
2643243.89,1088355681.78,67
3157448.15,1086837330.49,68
198189.08,6612515.62,69
2753528.17,1088966089.85,70
20274.14,6636014.13,71
450684.3,7898552.04,72
2783733.96,1090198086.77,73
2818548.18,1087594654.95,74
2919332.0,1088379669.24,75
782407.36,5723327.67,76
371653.67,5126334.2,77
2538849.12,1088373342.08,78
2821659.82,1087371041.1,79
454003.73,7912920.4,80
2525723.49,1089983884.78,81
2514744.29,1088245874.47,82
2918243.43,1089570977.27,83
628655.81,4914276.77,84
2769479.88,1087914197.77,85
620661.77,5790980.28,86
538326.13,4693744.38,87
2580020.22,1090759271.11,88
507492.42,8375755.99,89
306589.11,5435648.09,90
223878.46,6621014.13,91
652071.88,6247093.04,93
2816676.76,1087370535.16,94
549415.06,6389039.55,95
99258.02,6641445.77,96
19890.37,6636833.23,97
108167.41,7900480.69,98
2724452.95,1090806384.55,99
620956.91,4806467.62,100
380251.88,6296096.74,101
144277.03,7216693.53,102
3009258.26,1087661830.54,103
262020.13,9029955.89,104
336688.93,6285846.69,105
2557164.26,1088385950.14,106
675419.68,5650087.49,107
2712454.2,1088391589.84,108
