Processing Time,Memory Usage
0 days 00:00:00.516934,335.66796875
0 days 00:00:00.201144,340.8671875
0 days 00:00:00.301453,345.45703125
0 days 00:00:00.284370,348.59375
0 days 00:00:00.333494,349.90234375
0 days 00:00:00.300401,353.80859375
0 days 00:00:00.283333,355.75
0 days 00:00:00.299967,356.48046875
0 days 00:00:00.300159,358.42578125
0 days 00:00:00.233090,357.9453125
0 days 00:00:00.317198,359.0390625
0 days 00:00:00.382019,361.35546875
0 days 00:00:00.309256,364.7890625
0 days 00:00:00.313271,368.58984375
0 days 00:00:00.266557,368.453125
0 days 00:00:00.231082,366.28515625
0 days 00:00:00.217043,365.6015625
0 days 00:00:00.333316,367.87890625
0 days 00:00:00.449849,371.41796875
0 days 00:00:00.598887,373.41796875
0 days 00:00:00.466767,373.58203125
0 days 00:00:00.517837,375.33984375
0 days 00:00:00.900862,377.08203125
0 days 00:00:00.462989,378.91796875
0 days 00:00:00.353540,379.1875
0 days 00:00:00.261997,382.625
0 days 00:00:00.284188,383.4765625
0 days 00:00:00.432885,384.4765625
0 days 00:00:00.411794,387.23828125
0 days 00:00:00.200571,388.359375
0 days 00:00:00.269578,389.12890625
0 days 00:00:00.241895,389.94140625
0 days 00:00:00.162763,391.3359375
0 days 00:00:00.254008,392.60546875
0 days 00:00:00.168988,393.73828125
0 days 00:00:00.178387,393.5546875
0 days 00:00:00.162842,392.75390625
0 days 00:00:00.423031,393.7890625
0 days 00:00:00.359594,394.48828125
0 days 00:00:00.238232,395.4609375
0 days 00:00:00.694763,396.55859375
0 days 00:00:00.204612,396.5625
0 days 00:00:00.241306,398.34375
0 days 00:00:00.177388,397.76171875
0 days 00:00:00.263147,399.015625
0 days 00:00:00.247461,401.2734375
0 days 00:00:00.171585,401.34375
0 days 00:00:00.243421,402.5859375
0 days 00:00:00.348775,408.4765625
0 days 00:00:00.333926,410.6796875
0 days 00:00:00.216336,412.76953125
0 days 00:00:00.253284,415.9140625
0 days 00:00:00.216266,414.125
0 days 00:00:00.311798,415.19921875
0 days 00:00:00.265744,415.59375
0 days 00:00:00.169420,417.15234375
0 days 00:00:00.153744,417.03125
0 days 00:00:00.329040,418.9453125
0 days 00:00:00.200261,417.546875
0 days 00:00:00.254617,421.39453125
0 days 00:00:00.227791,422.453125
0 days 00:00:00.273140,423.67578125
0 days 00:00:00.322230,426.2734375
0 days 00:00:00.264986,427.546875
0 days 00:00:00.200585,428.5546875
0 days 00:00:00.257461,429.25
0 days 00:00:00.253254,430.45703125
0 days 00:00:00.169098,431.265625
0 days 00:00:00.400463,432.60546875
0 days 00:00:00.213033,432.203125
0 days 00:00:00.184906,433.1015625
0 days 00:00:00.300911,435.00390625
0 days 00:00:00.338353,437.23828125
0 days 00:00:00.324930,438.81640625
0 days 00:00:00.236398,438.8125
0 days 00:00:00.222400,439.27734375
0 days 00:00:00.369725,440.34765625
0 days 00:00:00.374836,443.6875
0 days 00:00:00.205064,445.83984375
0 days 00:00:00.351538,446.140625
0 days 00:00:00.285239,447.515625
0 days 00:00:00.292922,450.140625
0 days 00:00:00.238260,449.43359375
0 days 00:00:00.285207,451.453125
0 days 00:00:00.222456,451.54296875
0 days 00:00:00.238367,452.5546875
0 days 00:00:00.294059,454.41796875
0 days 00:00:00.254686,455.046875
0 days 00:00:00.222729,455.25
0 days 00:00:00.222755,454.84375
0 days 00:00:00.377190,456.89453125
0 days 00:00:00.185056,456.99609375
0 days 00:00:00.283910,457.5078125
0 days 00:00:00.184526,457.93359375
0 days 00:00:00.230116,457.84765625
0 days 00:00:00.216281,458.71484375
0 days 00:00:00.200530,458.62109375
0 days 00:00:00.282792,465.5390625
0 days 00:00:00.216204,460.734375
0 days 00:00:00.280872,460.3359375
0 days 00:00:00.195373,460.2421875
0 days 00:00:00.302912,463.4453125
0 days 00:00:00.198058,461.92578125
0 days 00:00:00.252251,462.49609375
0 days 00:00:00.258747,464.8046875
0 days 00:00:00.237348,464.16796875
0 days 00:00:00.315479,466.70703125
0 days 00:00:00.314631,469.3203125
0 days 00:00:00.269590,471.48046875
0 days 00:00:00.330303,474.68359375
0 days 00:00:00.282905,477.20703125
0 days 00:00:00.231752,483.76171875
0 days 00:00:00.338842,478.1953125
0 days 00:00:00.450053,486.17578125
0 days 00:00:00.334488,488.421875
0 days 00:00:00.322637,488.609375
0 days 00:00:00.216159,483.6953125
0 days 00:00:00.253243,485.99609375
0 days 00:00:00.288819,487.19140625
0 days 00:00:00.288752,489.0390625
0 days 00:00:00.243020,492.04296875
0 days 00:00:00.178339,498.7109375
0 days 00:00:00.253935,494.1953125
0 days 00:00:00.184855,500.8359375
0 days 00:00:00.178389,501.60546875
0 days 00:00:00.178391,501.40625
0 days 00:00:00.443641,501.9609375
0 days 00:00:00.216217,503.5703125
0 days 00:00:00.448008,504.9140625
0 days 00:00:00.200626,506.41796875
0 days 00:00:00.284126,506.91015625
