Start Date,End Date,Resolution,Total System Costs,Total Constraint Costs,Total Variable Costs,Total Periodical Costs,Total Energy Demand,Total Energy Usage
2012-01-01,2012-01-01 23:00:00,h,4605333.63,891914.27,4601887.67,3445.96,162.47,238.63
