Start Date,End Date,Resolution,Total System Costs,Total Constraint Costs,Total Variable Costs,Total Periodical Costs,Total Energy Demand,Total Energy Usage
2011-12-02,2011-12-05 23:00:00,h,5030.08,5538759.88,2217.11,2812.97,753.3,921.05
