Costs,Emissions,Folder
7055.6,5661235.54,285
6472.2,7073779.64,286
7356.96,5660535.54,287
7572.57,5661835.54,288
8868.95,5662435.54,289
5971.2,7070679.64,290
5995.84,5658135.54,291
5246.08,5660284.79,292
6793.5,5663735.54,293
7480.92,5661935.54,294
5724.32,5668416.56,295
7710.8,5662935.54,296
6637.53,5658635.54,297
5287.45,6536791.96,298
7084.27,5663135.54,299
6555.18,5662435.54,300
6344.55,5660735.54,301
6272.39,5660435.54,302
7090.25,5662035.54,303
7420.03,5663135.54,304
6510.2,7075740.91,305
7423.61,5662935.54,306
5868.99,6532879.94,307
6832.05,5661735.54,308
6610.23,5660684.79,309
5811.2,7074240.91,310
6190.61,5662235.54,311
7733.71,5767221.68,312
5838.3,5662935.54,313
6743.15,5764921.68,314
5760.2,7071379.64,315
6472.72,5662035.54,316
6309.68,7670639.89,317
7012.75,5660835.54,318
6389.46,5659835.54,319
7443.69,5766470.94,320
8294.5,5661235.54,321
5905.72,5661635.54,322
5072.17,5659635.54,323
5761.93,5661135.54,324
6548.73,7632193.84,325
5270.03,5659335.54,326
7093.41,5661935.54,327
5634.86,7072879.64,328
6070.23,5662335.54,329
7752.29,5661435.54,330
6700.94,5661535.54,331
7736.1,5660535.54,332
7154.72,5660635.54,333
6017.02,5663735.54,334
7430.14,5661535.54,335
6475.83,5661735.54,336
6809.54,5658835.54,337
7191.79,6535030.69,338
6709.79,5659735.54,339
7032.7,5659435.54,340
6848.37,5659935.54,341
4883.25,5660735.54,342
6609.5,7622528.78,343
7231.81,6534330.69,344
6758.28,5662535.54,345
6901.94,5661335.54,346
7988.78,7070979.64,347
6157.93,5766321.68,348
8050.64,5660735.54,349
7059.61,5659835.54,350
8276.36,5661535.54,351
7164.04,5659735.54,352
5557.2,5667616.56,353
8760.86,5659035.54,354
5892.6,7620428.78,355
5817.95,5659135.54,356
6349.69,6531630.69,357
6437.39,5662835.54,358
6204.38,5663135.54,359
7623.01,5659035.54,360
6444.66,5661535.54,361
6682.28,5658735.54,362
6290.79,5662235.54,363
7151.14,5662435.54,364
8053.59,5662984.79,365
6709.6,7066440.53,366
6887.31,5660735.54,367
6314.14,5661535.54,368
6274.94,5660035.54,369
7578.0,5667916.56,370
6975.05,5661135.54,371
5991.0,7827600.05,372
4791.25,7444661.71,373
7117.59,6531030.69,374
6389.54,5660035.54,375
6272.94,5660335.54,376
7306.05,5765621.68,377
6185.6,5658884.79,378
7540.26,5662035.54,379
5374.6,5658335.54,380
7611.57,5663635.54,381
6284.34,6108298.23,382
6003.98,5668416.56,383
5460.56,6579466.06,384
6319.67,6533330.69,385
7156.54,5662535.54,386
5495.31,7115814.98,387
7034.39,5658535.54,388
6904.71,5765521.68,389
4907.37,5659235.54,390
5743.54,5665216.56,391
6171.49,5765321.68,392
7485.22,7069979.64,393
7747.84,5662435.54,394
5857.39,7634693.84,395
7340.8,5661084.79,396
7844.68,5669316.56,397
7794.52,5660435.54,398
5891.44,5668016.56,399
8038.85,5660635.54,400
6600.22,5660335.54,401
5939.81,5659535.54,402
5442.52,5667365.81,403
7994.07,5661235.54,404
6892.7,5663035.54,405
6358.02,5659235.54,406
7889.66,5662735.54,407
4967.2,7073040.91,408
6406.35,7623178.03,409
7064.29,7633593.84,410
5004.69,5660435.54,411
5714.96,5659435.54,412
6439.31,5661235.54,413
7617.69,6534830.69,414
5543.2,5665016.56,415
6100.37,5660035.54,416
8135.38,5661235.54,417
6014.81,5661935.54,418
7736.62,5660835.54,419
6115.86,6521302.0,420
6004.22,5666016.56,421
6139.37,5767221.68,422
6995.42,5660335.54,423
4946.47,5764121.68,424
5483.4,5662835.54,425
6549.73,5662135.54,426
7402.66,5659835.54,427
7550.8,5662784.79,428
6566.44,5660835.54,429
6797.27,5661635.54,430
7492.11,5662335.54,431
5277.93,5660535.54,432
6212.05,5660235.54,433
5016.42,5665616.56,434
6247.32,5659235.54,435
5563.5,6726336.89,436
6349.13,5659835.54,437
6370.16,5661435.54,438
7412.82,5662535.54,439
6894.39,5658535.54,440
8126.3,5659335.54,441
6167.68,5661635.54,442
6443.64,7070879.64,443
6978.13,6533830.69,444
7226.47,6530630.69,445
5804.13,5765121.68,446
7167.54,5662035.54,447
7979.43,5661035.54,448
6904.94,5661335.54,449
6991.44,5662535.54,450
6298.1,5661235.54,451
5565.09,5660535.54,452
6779.93,5763921.68,453
5464.24,5659335.54,454
7680.05,5662935.54,455
6000.83,5660735.54,456
5664.6,5659735.54,457
5838.91,5766321.68,458
8020.49,5663535.54,459
6203.76,7070179.64,460
8182.74,5661535.54,461
5717.37,5763821.68,462
5629.42,6108898.23,463
7112.13,6535230.69,464
7999.07,5662135.54,465
4369.86,5665516.56,466
6803.45,5663335.54,467
6202.09,5661635.54,468
6207.94,5658735.54,469
7174.07,7634093.84,470
6506.92,5660535.54,471
7555.03,5661435.54,472
6521.43,5658535.54,473
6343.89,6534630.69,474
8484.26,5660784.79,475
5776.23,6531830.69,476
6304.0,5659835.54,477
6299.77,5659735.54,478
7489.88,7070879.64,479
6327.07,7632993.84,480
7160.49,5768221.68,481
5874.1,6108098.23,482
5624.86,5667016.56,483
7999.62,5661935.54,484
7348.61,5662035.54,485
6792.88,5660335.54,486
6387.74,5660235.54,487
7056.27,5765121.68,488
7018.46,5662135.54,489
7704.51,5659335.54,490
7693.01,5658235.54,491
5622.25,5764421.68,492
7243.71,5766421.68,493
8247.93,5659135.54,494
7298.61,7636043.1,495
6122.22,6108398.23,496
8395.93,5663135.54,497
6571.42,7071579.64,498
6960.23,5661235.54,499
7615.14,5660335.54,500
5865.47,5764621.68,501
6153.06,7676829.18,502
