Processing Time,Memory Usage
0 days 00:00:00.410478,339.171875
0 days 00:00:00.366905,342.95703125
0 days 00:00:00.461838,346.35546875
0 days 00:00:00.466412,348.66796875
0 days 00:00:00.441696,354.32421875
0 days 00:00:00.557127,355.73828125
0 days 00:00:00.306412,357.62109375
0 days 00:00:00.504636,358.40625
0 days 00:00:00.488732,359.45703125
0 days 00:00:00.410743,362.375
0 days 00:00:00.400017,363.7734375
0 days 00:00:00.376793,365.76953125
0 days 00:00:00.403393,367.74609375
0 days 00:00:00.406457,368.3984375
0 days 00:00:00.303597,368.5
0 days 00:00:00.331532,368.0546875
0 days 00:00:00.309423,368.04296875
0 days 00:00:00.403920,369.97265625
0 days 00:00:00.417449,371.6875
0 days 00:00:00.408867,375.39453125
0 days 00:00:00.309946,376.34375
0 days 00:00:00.413871,376.36328125
0 days 00:00:00.401385,379.13671875
0 days 00:00:00.399990,381.2421875
0 days 00:00:00.418551,380.87109375
0 days 00:00:00.307192,384.7109375
0 days 00:00:00.409927,385.01171875
0 days 00:00:00.432540,389.09765625
0 days 00:00:00.426980,389.68359375
0 days 00:00:00.325894,389.54296875
0 days 00:00:00.424235,391.7734375
0 days 00:00:00.408815,392.5703125
0 days 00:00:00.429012,396.1328125
0 days 00:00:00.410136,395.3828125
0 days 00:00:00.273324,397.0078125
0 days 00:00:00.285833,397.4375
0 days 00:00:00.283047,396.83984375
0 days 00:00:00.282518,396.98046875
0 days 00:00:00.342889,398.85546875
0 days 00:00:00.289146,397.5859375
0 days 00:00:00.578367,399.2734375
0 days 00:00:00.320608,401.62109375
0 days 00:00:00.560030,402.9921875
0 days 00:00:00.318938,403.80078125
0 days 00:00:00.414908,407.62109375
0 days 00:00:00.424406,410.47265625
0 days 00:00:00.312226,410.48828125
0 days 00:00:00.418249,411.76171875
0 days 00:00:00.569391,412.16015625
0 days 00:00:00.583375,414.046875
0 days 00:00:00.306996,414.80078125
0 days 00:00:00.402231,417.0703125
0 days 00:00:00.350378,416.78515625
0 days 00:00:00.401408,419.75
0 days 00:00:00.373625,419.25
0 days 00:00:00.445210,420.38671875
0 days 00:00:00.347756,420.28515625
0 days 00:00:00.395891,421.84765625
0 days 00:00:00.318589,421.44140625
0 days 00:00:00.454545,421.42578125
0 days 00:00:00.300836,423.19140625
0 days 00:00:00.518052,425.64453125
0 days 00:00:00.414757,428.71875
0 days 00:00:00.443614,431.26171875
0 days 00:00:00.358077,432.15234375
0 days 00:00:00.441299,433.12109375
0 days 00:00:00.428101,437.50390625
0 days 00:00:00.311171,437.78125
0 days 00:00:00.406705,438.73046875
0 days 00:00:00.294061,436.98046875
0 days 00:00:00.278651,437.04296875
0 days 00:00:00.373742,438.8359375
0 days 00:00:00.370365,442.1796875
0 days 00:00:00.394715,444.74609375
0 days 00:00:00.292865,445.3828125
0 days 00:00:00.291365,444.828125
0 days 00:00:00.504853,446.0703125
0 days 00:00:00.499263,447.23046875
0 days 00:00:00.284337,445.90625
0 days 00:00:00.373836,448.796875
0 days 00:00:00.369770,451.015625
0 days 00:00:00.373987,455.7578125
0 days 00:00:00.287690,456.37890625
0 days 00:00:00.372853,460.828125
0 days 00:00:00.282004,456.93359375
0 days 00:00:00.270920,456.34375
0 days 00:00:00.375430,458.65625
0 days 00:00:00.288834,459.14453125
0 days 00:00:00.290748,458.1875
0 days 00:00:00.309301,464.00390625
0 days 00:00:00.415569,461.51953125
0 days 00:00:00.295456,460.59375
0 days 00:00:00.382748,465.71875
0 days 00:00:00.289726,463.734375
0 days 00:00:00.288818,463.73046875
0 days 00:00:00.310399,462.81640625
0 days 00:00:00.295563,468.2265625
0 days 00:00:00.435243,463.94140625
0 days 00:00:00.292947,463.4453125
0 days 00:00:00.302460,464.3515625
0 days 00:00:00.297814,463.82421875
0 days 00:00:00.375251,466.11328125
0 days 00:00:00.283325,466.3046875
0 days 00:00:00.358004,467.26953125
0 days 00:00:00.511588,468.38671875
0 days 00:00:00.299067,468.22265625
0 days 00:00:00.384691,470.82421875
0 days 00:00:00.376670,473.546875
0 days 00:00:00.476009,476.0
0 days 00:00:00.401115,476.23828125
0 days 00:00:00.379865,477.59375
0 days 00:00:00.296896,477.19921875
0 days 00:00:00.556049,479.51171875
0 days 00:00:00.353102,483.02734375
0 days 00:00:00.371279,485.21484375
0 days 00:00:00.354147,486.6328125
0 days 00:00:00.304727,486.74609375
0 days 00:00:00.375403,488.015625
0 days 00:00:00.374136,491.3984375
0 days 00:00:00.439106,493.8828125
0 days 00:00:00.386661,494.76171875
0 days 00:00:00.266375,491.5546875
0 days 00:00:00.355961,502.703125
0 days 00:00:00.280032,502.55078125
0 days 00:00:00.292624,496.8046875
0 days 00:00:00.302205,504.390625
0 days 00:00:00.377122,503.4609375
0 days 00:00:00.295416,505.1171875
0 days 00:00:00.349265,505.54296875
0 days 00:00:00.304822,509.3671875
0 days 00:00:00.403742,503.3203125
0 days 00:00:00.300711,510.66015625
0 days 00:00:00.303449,502.5
0 days 00:00:00.271907,510.8515625
0 days 00:00:00.379717,511.29296875
0 days 00:00:00.290607,510.6640625
0 days 00:00:00.371973,507.90625
0 days 00:00:00.287723,516.25
0 days 00:00:00.359699,516.18359375
0 days 00:00:00.289210,518.34375
0 days 00:00:00.294621,518.76953125
0 days 00:00:00.405904,518.63671875
0 days 00:00:00.286567,521.140625
0 days 00:00:00.437431,519.5546875
0 days 00:00:00.292557,521.24609375
0 days 00:00:00.421438,521.27734375
0 days 00:00:00.293958,522.25
0 days 00:00:00.279409,523.2890625
0 days 00:00:00.307274,523.3984375
0 days 00:00:00.336315,524.33984375
0 days 00:00:00.404420,524.3046875
0 days 00:00:00.443406,527.16015625
0 days 00:00:00.376841,529.19140625
0 days 00:00:00.289629,530.48046875
0 days 00:00:00.374968,531.62109375
0 days 00:00:00.288283,531.19921875
0 days 00:00:00.396316,531.55859375
0 days 00:00:00.279715,533.9453125
0 days 00:00:00.376648,533.72265625
0 days 00:00:00.288873,535.046875
0 days 00:00:00.285397,537.08984375
0 days 00:00:00.296480,537.77734375
0 days 00:00:00.285505,536.71484375
0 days 00:00:00.368305,536.03125
0 days 00:00:00.285454,538.72265625
0 days 00:00:00.371708,539.32421875
0 days 00:00:00.292960,539.94140625
0 days 00:00:00.282970,544.51953125
0 days 00:00:00.356457,544.80078125
0 days 00:00:00.375692,544.875
0 days 00:00:00.301731,544.51953125
0 days 00:00:00.307316,546.25
0 days 00:00:00.290368,544.96484375
0 days 00:00:00.602267,545.2578125
0 days 00:00:00.288447,547.515625
0 days 00:00:00.296283,551.21875
0 days 00:00:00.375014,550.6796875
0 days 00:00:00.381802,550.50390625
0 days 00:00:00.378167,556.15625
0 days 00:00:00.274717,555.85546875
0 days 00:00:00.382115,557.3984375
0 days 00:00:00.370290,558.9296875
0 days 00:00:00.471474,561.44921875
0 days 00:00:00.371535,562.78125
0 days 00:00:00.279790,565.515625
0 days 00:00:00.292357,565.15234375
0 days 00:00:00.602516,564.96484375
0 days 00:00:00.288666,565.05078125
0 days 00:00:00.368670,568.9609375
0 days 00:00:00.368104,571.1171875
0 days 00:00:00.281880,572.6640625
0 days 00:00:00.267335,575.74609375
0 days 00:00:00.360788,573.796875
0 days 00:00:00.366086,576.0625
0 days 00:00:00.298806,577.57421875
0 days 00:00:00.386660,577.37109375
0 days 00:00:00.412761,577.62890625
0 days 00:00:00.272531,581.36328125
0 days 00:00:00.296048,578.9375
0 days 00:00:00.359137,582.15625
0 days 00:00:00.262319,583.7578125
0 days 00:00:00.360099,586.13671875
0 days 00:00:00.376523,587.44140625
0 days 00:00:00.372113,587.015625
