Start Date,End Date,Resolution,Total System Costs,Total Constraint Costs,Total Variable Costs,Total Periodical Costs,Total Energy Demand,Total Energy Usage
2011-12-02,2011-12-05 23:00:00,h,4423.24,5211552.26,2404.31,2018.93,443.69,481.37
