Costs,Emissions,Folder
5678.03,7988932.95,1
5934.76,4536491.27,2
7690.81,9725873.27,3
6237.1,5554185.35,4
4804.6,5084472.57,5
7362.51,5091182.63,6
6381.16,4957115.03,7
7130.68,4928365.72,8
7113.86,4803632.91,9
6445.37,6007441.38,10
6328.07,5055595.28,11
6557.44,5915100.76,12
5901.83,7822191.83,13
6149.65,5484669.81,14
5733.05,5559837.71,15
5712.4,8235382.29,16
6823.13,6269353.88,17
5172.47,6699967.11,18
5084.9,4753063.21,20
6787.69,4931649.42,21
5760.23,6048560.29,22
5300.05,5796850.2,23
6633.13,5286615.65,24
6181.69,6993551.52,25
5925.63,4455396.85,26
6901.16,7143744.04,27
6071.64,4484436.99,29
6542.53,4877905.55,31
5376.13,5971602.89,32
6629.01,5731325.47,33
6640.52,6154063.05,34
6773.59,7138344.61,35
6427.81,7206121.84,36
4832.66,5514994.42,37
6891.35,4891884.99,38
7690.41,4535398.58,39
5259.12,7940364.62,40
6248.97,4453896.85,41
8138.81,4800525.02,42
7653.05,5603211.54,43
5826.03,4866828.56,44
6071.98,4928665.72,45
7046.43,5520472.65,46
6893.74,6810129.99,47
7076.94,6000295.15,48
5963.99,5183065.94,49
6176.76,5553985.35,50
5744.85,4470577.71,51
6417.15,4866828.56,53
6225.75,4389566.0,54
6776.76,5612814.78,55
6226.94,5385067.0,56
5725.8,4331394.46,57
5951.41,6807390.92,58
6727.46,5676228.18,59
5792.57,6431740.38,60
5412.69,4866328.56,61
5516.93,7255274.76,62
6440.03,5915880.22,63
6438.47,5115360.34,64
6014.27,5093709.17,65
5321.01,6336773.66,66
5550.19,5994198.25,68
7196.02,4404756.85,69
7198.15,5470212.91,72
4801.1,4813884.3,73
5780.72,4880563.04,74
6199.15,6947014.23,75
5035.83,6333573.04,76
7632.14,4830933.63,77
5562.63,4755220.47,78
5426.86,5901786.49,79
6275.45,5612452.79,80
6114.29,7839936.75,81
6595.29,8156591.7,83
6899.55,4740723.18,84
6583.92,5404533.76,85
5084.71,6224409.81,86
6898.46,7663127.16,87
5551.6,7019636.65,88
5395.54,5112165.28,89
5763.56,5674115.09,90
6449.77,6281613.15,91
6856.9,4598838.56,92
6981.45,5140049.39,93
7520.55,8259432.28,94
6675.0,9494153.64,95
6257.44,5496105.19,96
6040.52,4484436.99,97
5390.56,4971074.3,98
7398.72,7941885.0,99
6763.6,5090342.21,100
5915.85,7088070.13,101
6935.87,6280849.5,102
6842.39,4735576.85,103
6791.29,7191661.75,104
5245.99,6190897.28,105
6473.01,6191097.28,106
6766.71,4659508.77,107
7030.15,5141652.84,108
5360.79,6835406.11,109
7102.84,5313256.33,110
5440.06,5541780.98,111
5292.21,5093440.94,112
5866.01,5731225.47,113
5981.39,5409582.45,114
5643.01,5608066.09,115
6916.65,5646015.59,116
5821.52,4483536.99,117
5936.25,6761151.95,118
7136.61,4734276.85,119
5370.61,5290163.37,120
7272.67,8001528.64,121
6664.11,4682599.58,122
5565.09,8345392.68,123
7287.44,4936917.15,124
6652.45,5486272.19,125
6172.1,4339526.0,126
7482.18,6258122.34,127
5350.34,6707609.1,128
6876.31,4469777.71,129
4936.25,6146882.25,130
5850.68,6836431.22,131
5611.86,4352185.28,132
6719.78,7969868.31,133
5952.87,6748281.91,134
5966.16,6259822.34,135
7162.61,6112979.25,136
6464.86,5690969.25,137
5360.92,4995262.86,138
5460.46,7098898.57,139
6451.41,6125076.88,140
6760.09,4388166.0,141
5726.4,6270515.32,142
5594.57,4866628.56,143
7430.74,5607105.51,144
6998.68,4418316.12,145
7039.71,6236749.24,146
4768.56,4883279.71,147
5678.68,4329794.46,148
5877.89,5729791.0,149
6546.34,4717980.31,150
6341.36,5334558.01,152
5993.88,4664769.41,153
7719.45,8257532.28,154
7087.46,7397002.75,155
5725.23,7603795.32,156
6367.45,4682099.58,157
7184.24,5117326.0,158
5970.86,5371774.55,159
5534.3,5281014.14,160
6656.66,6231852.35,161
7250.26,5875286.79,162
