Costs,Emissions,Folder
5031.08,7823208.38,377
6337.5,5659834.44,378
6759.86,6610204.5,379
5237.94,6507969.93,380
6495.17,6717290.55,381
7033.63,5659638.19,382
7879.28,5662085.47,383
6601.33,6533000.59,384
7565.7,5659879.69,385
7980.7,5788143.94,386
8199.98,6964917.98,387
7177.09,5661734.5,388
6796.31,5661718.32,389
6966.61,5659536.05,390
7589.18,5660303.33,391
6039.69,6797664.82,392
8248.78,5660788.93,393
6059.57,6109353.86,394
6703.63,5661556.78,395
6420.23,6912110.62,396
8047.2,5663049.38,397
6645.6,5662642.17,398
7089.88,5662392.33,399
7731.75,7106312.78,400
6920.62,7514992.3,401
9037.11,5660774.83,402
5663.19,5913554.69,403
6958.44,5661215.57,404
6898.85,5660893.15,405
5310.43,6438930.57,406
7757.15,6210405.05,407
7147.33,5661738.24,408
6049.45,5659862.89,409
5408.09,6093696.53,410
6456.94,5660902.57,411
7448.14,6913734.15,412
5792.48,6469293.38,413
5834.13,5949666.43,414
6529.24,5662903.86,415
6855.18,5662144.53,416
5677.62,5662964.68,417
4867.51,6127560.06,418
5859.73,7433505.93,419
4864.15,6190254.5,420
6211.92,5661456.27,421
6970.71,5660659.47,422
7353.59,5662431.44,423
6843.82,5659292.32,424
6162.5,5659966.19,425
6640.46,5682547.41,426
5838.53,6100431.0,427
6935.0,5661823.99,428
8672.74,5661362.76,429
5715.89,5663302.81,430
7375.31,5660127.26,431
8535.16,5662869.66,432
5753.18,5662273.84,433
6203.59,5660009.86,434
6603.24,5662248.24,435
6199.81,5660098.83,436
5963.88,5669770.82,437
6039.12,7457604.94,438
6198.91,5681122.97,439
7319.53,5662019.45,440
6157.94,6737198.66,441
6494.54,5662708.06,442
7620.65,5660928.6,443
6634.27,5688084.09,444
6083.2,7046679.95,445
4995.55,7235820.42,446
6429.76,5662671.76,447
6840.35,5661408.4,448
7027.18,5663045.47,449
5950.8,5660443.5,450
6341.7,5659925.33,451
7761.28,6534200.54,452
8176.95,5661054.28,453
6185.98,5661750.44,454
6159.79,5659224.03,455
6346.4,5660535.42,456
5158.53,6607665.28,457
6569.48,5660531.92,458
8602.56,5660791.59,459
5334.45,6173614.75,460
6514.59,7368953.7,461
7123.47,5661077.84,462
7519.87,5660801.68,463
8030.91,7563810.21,464
6541.83,5661118.0,465
6244.83,5661977.08,466
5286.89,5686617.94,467
6379.9,6367387.84,468
6499.25,5662166.78,469
7547.3,5660884.33,471
6791.86,7580195.29,472
6735.77,5661269.78,473
5312.44,5834944.15,474
6030.23,5658698.53,475
6333.1,5660173.65,476
5873.05,5660453.29,477
6236.1,5662459.91,478
6488.27,5661934.86,479
6377.59,5660234.57,480
7474.66,6375438.95,481
6135.5,6249040.82,482
7130.42,5661917.52,483
6020.67,6038825.62,484
6657.2,5659941.24,485
7478.68,5659743.33,486
5739.13,5660436.91,487
7877.23,5662872.44,488
6950.46,5660251.98,489
7588.3,5662986.75,490
5272.14,6226826.11,491
6498.56,5662503.31,492
6665.94,5664936.9,493
6872.56,5660458.07,494
5264.7,5661761.37,495
6096.82,5664030.66,496
7024.52,5662147.22,497
7130.05,5662413.47,498
4843.97,6859197.54,499
6033.21,6577101.92,500
6287.34,5662396.4,501
5146.34,7107594.14,502
