Costs,Emissions,Folder
5359.23,6531730.71,1
6939.25,5661735.55,2
7181.62,7621428.76,3
6772.84,5660035.55,4
5550.74,5661735.55,5
8008.15,5659635.55,6
7093.73,5659035.55,7
7873.71,5659435.55,8
7961.58,5661535.55,9
6750.83,5659635.55,10
6986.26,5659835.55,11
7079.34,5668616.58,12
6466.17,7633693.83,13
6683.31,5659735.55,14
6212.76,5661435.55,15
6077.39,7632893.83,16
6933.9,5663684.81,17
5282.91,5763921.7,18
5091.24,5809957.03,19
5942.79,5660435.55,20
7630.88,5660935.55,21
6221.03,5766021.7,22
5682.82,5658335.55,23
7311.41,5661135.55,24
6341.88,6107798.21,25
6975.67,5663435.55,26
7063.0,6108398.21,27
5338.64,7071579.65,28
7091.04,5662235.55,29
4979.68,7667039.87,30
7387.79,5661235.55,31
5731.71,5660035.55,32
7090.43,5661435.55,33
7276.34,6111898.21,34
6510.28,5659084.81,35
6447.56,6108698.21,36
5371.52,5659735.55,37
7646.94,5659035.55,38
8671.51,5660935.55,39
5803.43,8233054.06,40
7299.01,5661935.55,41
8946.85,5660035.55,42
8177.43,5659435.55,43
6712.42,5662435.55,44
6815.01,5659735.55,45
7574.59,5660635.55,46
6952.05,5767221.7,47
7586.05,5766421.7,48
6738.62,5661335.55,49
6712.5,5659835.55,50
6769.15,5662435.55,51
4744.0,6300953.64,52
7303.54,5662435.55,53
7318.91,5663935.55,54
7282.43,5663335.55,55
6930.27,5661335.55,56
6839.28,5664135.55,57
5873.92,5660784.81,58
7206.53,5660335.55,59
5807.29,5663884.81,60
6299.08,5661935.55,61
6067.86,7072179.65,62
6867.78,5668016.58,63
7136.11,5660135.55,64
6804.75,5661835.55,65
5447.71,5658835.55,66
5813.65,7630454.72,67
5927.42,5666916.58,68
8263.51,5662935.55,69
4639.5,6721736.9,70
4332.24,5807857.03,71
7749.85,5659735.55,72
5604.24,5659335.55,73
6703.07,5664135.55,74
6947.54,7073079.65,75
5158.73,5658935.55,76
8467.3,5660435.55,77
6482.25,5662135.55,78
5726.63,5659735.55,79
6833.49,5661735.55,80
6646.95,7633093.83,81
4799.5,6725336.9,82
6944.41,7632493.83,83
7786.83,5660735.55,84
7216.3,5661235.55,85
5375.2,5668577.86,86
6706.34,6111298.21,87
5950.56,6576666.04,88
6216.94,5663235.55,89
6196.97,5659335.55,90
6555.65,5661884.81,91
7877.23,5663935.55,92
7689.32,5660135.55,93
7950.07,7637493.83,94
6153.29,7634693.83,95
6793.4,5660235.55,96
7059.92,5662235.55,97
6098.24,5658935.55,98
7119.64,6111347.46,99
7409.26,5660135.55,100
6670.64,7074579.65,101
7486.9,6109598.21,102
7815.1,5663835.55,103
7415.22,7073979.65,104
5614.35,5765221.7,105
6841.37,5765421.7,106
7664.28,5660635.55,107
7696.45,5660935.55,108
5361.47,5764421.7,109
7853.17,5662635.55,110
6027.5,5664135.55,111
5956.66,5659335.55,112
6327.43,5661335.55,113
6713.6,5663135.55,114
6102.19,5660335.55,115
7447.86,5661435.55,116
6840.92,5661335.55,117
6181.66,6108898.21,118
8109.32,5662535.55,119
5982.3,5660135.55,120
7703.19,7633693.83,121
7553.92,5661435.55,122
6013.43,8231454.06,123
8048.24,5661235.55,124
7199.26,5661735.55,125
7282.71,5664035.55,126
7595.81,5660684.81,127
5650.54,6109498.21,128
7900.61,5661635.55,129
5637.81,6302604.39,130
6047.32,6107898.21,131
6717.58,5662635.55,132
7233.41,7634193.83,133
6505.45,6533630.71,134
6079.79,5662384.81,135
7581.49,5766721.7,136
6972.39,5660835.55,137
6121.09,5660535.55,138
5365.47,5764821.7,139
6876.49,5767021.7,140
7853.25,5662535.55,141
6044.25,5765421.7,142
6480.96,5662235.55,143
7935.46,5661635.55,144
8061.28,5662435.55,145
7397.27,5764621.7,146
5688.61,5662635.55,147
6792.16,5662535.55,148
6313.43,5658735.55,149
7423.59,5660735.55,150
4853.2,5667616.58,151
6980.76,5660835.55,152
6971.09,5663535.55,153
8148.97,7635593.83,154
7617.56,7072379.65,155
6410.95,7637255.11,156
7257.26,5660935.55,157
7998.44,5661935.55,158
6573.29,5659635.55,159
6175.77,5661335.55,160
6882.34,5666316.58,161
7820.27,5766521.7,162
7547.19,5662484.81,163
5055.82,5661835.55,164
7345.34,5662535.55,165
6739.77,5660535.55,167
9170.64,5663935.55,168
8813.93,5662135.55,169
7335.74,5661535.55,170
6659.66,6107298.21,171
5610.64,7069979.65,172
5670.26,5662635.55,173
6432.81,5660635.55,174
6915.47,5661235.55,175
4683.24,5809957.03,176
8381.66,5662935.55,177
8236.08,5662935.55,178
5889.2,5666216.58,179
6462.85,5663435.55,181
6037.03,5661135.55,182
5068.76,5666216.58,183
4949.04,5660835.55,184
