Start Date,End Date,Resolution,Total System Costs,Total Constraint Costs,Total Variable Costs,Total Periodical Costs,Total Energy Demand,Total Energy Usage
2012-01-01,2012-01-01 23:00:00,h,330213.73,6648472.95,3438.58,326775.15,212.44,238.64
