Processing Time,Memory Usage
0 days 00:00:00.828949,341.87890625
0 days 00:00:00.737997,344.5078125
0 days 00:00:01.115382,354.74609375
0 days 00:00:01.204806,357.8828125
0 days 00:00:00.686798,358.4140625
0 days 00:00:01.156217,360.95703125
0 days 00:00:00.837725,360.80859375
0 days 00:00:01.302924,365.37890625
0 days 00:00:00.959302,366.78125
0 days 00:00:00.673729,368.66015625
0 days 00:00:01.057591,369.2890625
0 days 00:00:01.302649,370.9609375
0 days 00:00:01.213933,371.6953125
0 days 00:00:01.262079,374.89453125
0 days 00:00:00.700153,378.23828125
0 days 00:00:00.841207,377.1484375
0 days 00:00:00.873580,376.37890625
0 days 00:00:01.168397,377.93359375
0 days 00:00:01.500889,379.3671875
0 days 00:00:01.334770,380.2734375
0 days 00:00:00.949562,380.81640625
0 days 00:00:01.260263,384.84375
0 days 00:00:01.589575,386.78125
0 days 00:00:01.542340,389.8125
0 days 00:00:01.095767,391.05078125
0 days 00:00:00.949616,390.328125
0 days 00:00:01.454016,392.0546875
0 days 00:00:01.088643,396.96875
0 days 00:00:01.072001,399.73828125
0 days 00:00:00.766306,397.78125
0 days 00:00:01.830338,401.0703125
0 days 00:00:01.426342,400.484375
0 days 00:00:00.904278,401.5234375
0 days 00:00:01.255334,404.40625
0 days 00:00:00.749903,404.56640625
0 days 00:00:00.737133,405.34765625
0 days 00:00:00.789098,404.12109375
0 days 00:00:00.743116,405.7890625
0 days 00:00:01.412526,405.7890625
0 days 00:00:01.153078,406.2734375
0 days 00:00:01.267606,408.70703125
0 days 00:00:00.933254,408.6796875
0 days 00:00:01.355104,411.59765625
0 days 00:00:00.831042,412.21484375
0 days 00:00:01.642145,414.56640625
0 days 00:00:01.136757,419.3046875
0 days 00:00:00.993579,416.171875
0 days 00:00:01.537024,415.8984375
0 days 00:00:01.267573,421.1640625
0 days 00:00:01.522937,419.38671875
0 days 00:00:00.958473,420.21875
0 days 00:00:01.081337,422.203125
0 days 00:00:00.918237,421.98046875
0 days 00:00:01.241388,423.7578125
0 days 00:00:01.119409,428.2578125
0 days 00:00:01.017475,427.37890625
0 days 00:00:01.033532,427.96875
0 days 00:00:01.150530,428.31640625
0 days 00:00:01.036835,428.8359375
0 days 00:00:01.130884,430.6484375
0 days 00:00:01.004791,429.3828125
0 days 00:00:01.299137,433.6796875
0 days 00:00:01.097322,433.09375
0 days 00:00:01.300280,434.98828125
0 days 00:00:00.984941,442.70703125
0 days 00:00:01.086949,443.5859375
0 days 00:00:01.281780,443.6484375
0 days 00:00:00.767167,443.68359375
0 days 00:00:01.075723,444.84765625
0 days 00:00:00.805238,444.89453125
0 days 00:00:00.736962,446.1484375
0 days 00:00:01.017716,450.390625
0 days 00:00:01.080726,450.63671875
0 days 00:00:01.158517,453.28125
0 days 00:00:01.029107,455.78125
0 days 00:00:00.992276,455.05859375
0 days 00:00:01.357963,456.85546875
0 days 00:00:01.370280,457.80078125
0 days 00:00:01.056491,456.65234375
0 days 00:00:01.289902,459.23046875
0 days 00:00:01.350892,460.4765625
0 days 00:00:01.572463,464.421875
0 days 00:00:00.971280,463.56640625
0 days 00:00:01.362557,463.9296875
0 days 00:00:00.873509,462.65234375
0 days 00:00:00.709107,464.12109375
0 days 00:00:01.348661,465.41015625
0 days 00:00:00.917322,469.1015625
0 days 00:00:00.954223,469.81640625
0 days 00:00:01.017920,469.6484375
0 days 00:00:01.374130,472.0078125
0 days 00:00:00.755266,469.26953125
0 days 00:00:01.381231,473.125
0 days 00:00:00.708954,469.5
0 days 00:00:00.957661,470.16796875
0 days 00:00:00.761416,473.1328125
0 days 00:00:01.028805,469.51171875
0 days 00:00:01.112957,471.8359375
0 days 00:00:00.733849,474.78125
0 days 00:00:00.980509,468.98828125
0 days 00:00:01.026338,472.03125
0 days 00:00:01.332243,473.86328125
0 days 00:00:00.718907,473.0234375
0 days 00:00:01.035416,473.1640625
0 days 00:00:01.590165,475.54296875
0 days 00:00:00.784893,473.27734375
