Processing Time,Memory Usage
0 days 00:00:00.819848,347.85546875
0 days 00:00:01.362749,365.8671875
0 days 00:00:01.208970,361.54296875
0 days 00:00:01.816921,369.2734375
0 days 00:00:01.282294,365.93359375
0 days 00:00:01.361595,365.8359375
0 days 00:00:01.791191,373.63671875
0 days 00:00:01.879090,375.07421875
0 days 00:00:01.841383,376.8359375
0 days 00:00:01.835970,378.96875
0 days 00:00:01.326574,378.92578125
0 days 00:00:01.380371,378.07421875
0 days 00:00:01.313642,378.7578125
0 days 00:00:01.887456,382.8828125
0 days 00:00:01.386839,381.17578125
0 days 00:00:01.294722,381.60546875
0 days 00:00:01.879335,384.92578125
0 days 00:00:01.300494,383.76171875
0 days 00:00:01.928519,386.41015625
0 days 00:00:01.364734,386.12890625
0 days 00:00:01.914776,388.57421875
0 days 00:00:01.325929,388.3203125
0 days 00:00:01.844325,391.859375
0 days 00:00:01.957264,393.078125
0 days 00:00:01.303376,389.6953125
0 days 00:00:02.321908,393.4453125
0 days 00:00:02.006959,396.35546875
0 days 00:00:01.405632,396.27734375
0 days 00:00:01.950570,398.5078125
0 days 00:00:01.931214,401.41796875
0 days 00:00:01.305670,399.66015625
0 days 00:00:01.907197,403.43359375
0 days 00:00:02.045190,406.25
0 days 00:00:01.936314,408.76171875
0 days 00:00:01.415732,406.4765625
0 days 00:00:01.854907,410.75390625
0 days 00:00:01.382827,408.515625
0 days 00:00:01.494231,408.02734375
0 days 00:00:01.852788,411.78125
0 days 00:00:01.896741,413.12890625
0 days 00:00:01.929524,416.47265625
0 days 00:00:01.321056,414.62890625
0 days 00:00:01.613589,414.21875
0 days 00:00:01.398281,415.34375
0 days 00:00:02.020254,421.32421875
0 days 00:00:01.313408,418.25390625
0 days 00:00:02.034303,423.5703125
0 days 00:00:02.040001,425.14453125
0 days 00:00:02.048258,425.90625
0 days 00:00:01.299865,431.7890625
0 days 00:00:01.907439,433.44921875
0 days 00:00:01.477434,430.30859375
0 days 00:00:01.907757,434.921875
0 days 00:00:01.647622,428.078125
0 days 00:00:01.328224,433.08984375
0 days 00:00:01.315154,432.9453125
0 days 00:00:02.028600,436.03515625
0 days 00:00:01.359586,433.3828125
0 days 00:00:02.003366,437.0078125
0 days 00:00:01.404310,435.421875
0 days 00:00:01.938524,438.859375
0 days 00:00:01.300999,437.5234375
0 days 00:00:01.946560,440.171875
0 days 00:00:01.321741,438.61328125
0 days 00:00:01.914541,442.1953125
0 days 00:00:02.071093,444.26953125
0 days 00:00:01.630056,442.35546875
0 days 00:00:01.401963,442.84375
0 days 00:00:02.089386,445.49609375
0 days 00:00:01.400599,444.63671875
0 days 00:00:01.308730,446.39453125
0 days 00:00:01.961904,447.046875
0 days 00:00:01.918616,450.35546875
0 days 00:00:01.919879,451.21875
0 days 00:00:02.064220,455.82421875
0 days 00:00:02.134240,455.53515625
0 days 00:00:01.980546,456.84765625
0 days 00:00:01.879024,460.09375
0 days 00:00:01.905699,462.890625
0 days 00:00:01.944760,464.67578125
0 days 00:00:01.331706,462.9453125
