Costs,Emissions,Folder
2906898.17,1086743851.63,210
443462.24,1199927.36,213
321601.29,3691680.61,216
399186.92,3156980.53,218
2908716.72,1086306946.69,219
641599.54,2523833.98,220
444260.8,1183643.54,222
2634381.85,1087440981.44,225
111535.69,2820290.33,229
535774.77,1077101.96,230
614256.78,1152190.93,235
57853.44,4481165.25,237
387979.76,3515271.05,244
2886650.0,1087089652.41,245
345057.72,3605249.8,252
335446.44,6319396.48,253
2776403.47,1085064298.94,255
45598.93,6654039.06,256
317930.03,6919779.95,258
2796030.61,1085082114.55,259
626513.04,911820.98,260
2918425.16,1086925636.41,264
2545172.3,1086943528.74,267
94398.58,4816770.71,268
2569660.65,1085521750.09,270
246119.58,4450521.85,271
2704497.66,1085882582.2,272
46637.54,2347718.48,273
113831.77,2185727.4,277
84124.75,2656396.48,278
216402.94,5407465.57,280
320308.94,2192879.83,283
23110.71,7602171.03,284
386004.74,898666.32,286
2759332.57,1084486318.27,287
2510748.18,1086777137.72,288
296283.87,4159371.94,292
192072.98,3966786.42,296
262436.95,1258054.76,301
421973.07,5922266.45,303
513163.58,5544640.42,304
2796898.92,1083069433.33,305
2621899.85,1088130985.5,306
116719.28,5766582.11,308
3133527.56,1086640700.72,309
701226.84,3002390.58,310
2797216.98,1086332802.46,312
3195765.29,1082504341.5,316
2655880.99,1086797258.13,317
2561129.81,1085329755.07,319
414298.36,3788801.96,321
699844.54,3908701.54,323
427431.96,5042866.03,324
461364.8,2492427.04,325
36842.19,4476162.25,328
484397.65,873691.04,329
2718174.69,1085266865.05,335
339276.18,3116407.45,340
449167.27,5417059.84,343
79228.92,6477897.01,346
206099.3,1145575.2,351
180521.3,4232525.27,354
329459.72,1581021.63,356
295762.65,6615913.63,358
398128.45,3272896.78,359
2550621.2,1084353846.13,364
2487259.81,1086675911.2,365
390751.79,4900167.79,368
2560611.46,1087651019.9,370
2600991.01,1083431025.06,372
2806699.02,1083188902.9,374
2982555.58,1085538519.33,379
3099692.14,1086035196.04,382
116506.27,3937731.16,386
2809767.88,1082635873.06,387
449236.08,4890445.4,388
443818.76,4275772.07,390
438696.15,5789862.89,395
2818886.91,1086469003.76,402
430600.28,5777814.85,405
320077.78,3469901.07,406
351130.97,4747638.29,407
2782118.24,1083256998.7,410
296247.66,3649313.52,411
364894.59,1655689.78,414
480640.11,5223789.46,416
412111.03,6094334.16,418
183675.61,3455148.62,420
2661933.63,1085039336.0,421
231821.05,993586.9,422
364912.77,2083139.98,425
131669.66,5174399.36,427
257583.25,5635924.86,429
2705057.36,1090813614.54,430
9281.7,4262206.95,433
2795781.22,1085546842.34,439
486793.75,3851042.17,443
2639163.41,1085614073.05,445
350849.05,2515327.08,448
338872.36,6422988.74,450
643889.4,1207899.89,454
2789062.72,1084944898.3,455
3009758.5,1086699200.95,456
489706.01,2534477.43,457
344812.52,7504167.05,459
2791088.14,1083552052.87,469
3045428.07,1082812989.27,473
315730.83,4101432.3,480
360883.23,1157320.81,484
2793764.13,1086338912.45,487
54595.93,3204773.91,489
383947.49,3842831.99,494
490387.6,6825398.64,495
281542.93,5052035.58,496
575289.79,4042395.01,498
472557.24,3281528.15,501
421995.67,5124404.99,504
207175.93,3560929.3,509
3042875.71,1085527049.56,513
228471.79,1252894.43,518
2714538.95,1083235853.95,522
3044550.79,1083178189.18,524
2902224.21,1087316605.51,528
2781780.55,1087955675.74,533
393401.5,1009395.84,537
2893174.31,1084421755.75,540
505047.81,909456.54,541
2944089.33,1086414186.03,546
504694.68,7834965.85,547
355365.33,3579577.85,557
444997.51,1405159.49,558
224725.41,1175204.84,560
2734748.19,1088383670.25,564
493255.03,3503138.49,565
387847.38,1807385.21,566
615592.94,4293453.84,567
2826965.42,1083000963.1,568
3003246.75,1087924518.63,569
22058.47,1253318.81,570
2807622.8,1087182900.5,571
153930.55,5055897.24,574
2726411.67,1088075437.09,575
2954552.32,1088713320.24,578
256113.52,3955240.37,586
2660715.01,1087774444.96,591
658814.18,4645548.17,598
2768303.16,1087212342.15,601
2721388.54,1085525794.69,602
3044334.08,1086492122.1,613
571301.4,1078574.88,614
125261.39,3044319.95,616
2684085.45,1083937528.26,617
2579246.58,1086481845.43,625
255364.93,7765582.93,626
2768649.29,1088494390.21,632
2863142.99,1083440663.56,635
2497314.53,1087461558.57,636
2761982.09,1086127242.71,637
2669334.4,1087488944.34,644
2538859.87,1086331749.75,649
2738625.42,1084382482.55,650
2912033.99,1085478888.7,652
51502.31,7963687.48,653
144147.91,4806471.31,655
453194.43,7110727.4,659
2716906.07,1083771474.11,662
2741986.4,1082691132.39,664
2805846.57,1083033914.09,665
355937.23,7057871.16,669
2800304.31,1085345295.22,670
199068.56,1323476.96,671
2729345.62,1082883968.63,672
2761689.56,1088705518.8,673
2933643.81,1091425197.1,675
358100.26,5994713.85,678
3084594.73,1084551470.12,680
202659.34,5918304.65,685
436233.26,1223609.58,686
2619889.3,1087262721.55,687
2492259.44,1086644795.1,693
224223.19,1456020.89,694
260521.01,7755710.01,695
137221.74,4267302.13,696
371237.68,3061372.96,697
245411.84,5418406.9,702
2816963.23,1082733830.57,705
559444.63,2434990.67,707
143247.07,5406655.84,711
2891901.51,1083977820.83,712
507690.0,1950478.74,714
381602.34,3146023.59,718
2863283.59,1083115603.29,724
150019.39,2154161.39,729
55165.04,1369156.11,730
372149.01,1064946.23,734
2835918.32,1084294117.86,739
2819582.34,1083587299.54,742
138752.22,4507400.29,744
670511.34,806472.22,749
538578.02,3063594.12,750
255781.91,4257060.13,758
3123828.19,1082788499.35,762
3313594.15,1085071356.48,763
2767960.95,1083042960.14,768
2717500.62,1083404298.19,769
2701377.24,1084664095.65,771
2541476.89,1088932131.06,775
480370.37,6332322.92,776
2622758.79,1084156146.01,783
2705037.86,1082834348.37,784
56245.92,5801923.29,788
