ID,type,input 1/kWh,input 2/kWh,output 1/kWh,output 2/kWh,capacity/kW,variable costs/CU,periodical costs/CU,investment/kW,max. invest./kW,constraints/CU
ID_electricity_bus_shortage,source,0,0,12.76,0,0.93,1396.87,0,0,0,2207047.24
ID_gas_bus_shortage,source,0,0,0.0,0,0.0,0.0,0,0,0,0.0
ID_pv_bus_excess,sink,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0
ID_hp_electricity_bus_shortage,source,0,0,42.76,0,2.13,3433.8,0,0,0,7398281.78
district_chp_electricity_bus_excess,sink,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0
district_gas_bus_shortage,source,0,0,0.0,0,0.0,0.0,0,0,0,0.0
ID_pv_to_ID_electricity_link,link,0.01,0,0.01,0,0.01,0.0,0.0,1.0,1,0.0
ID_electricity_sink,sink,12.77,0,0.0,0,0.93,0.0,0,0,0,0.0
ID_heat_sink,sink,79.67,0,0.0,0,4.94,0.0,0,0,0,0.0
ID_heat_sink_window-insulation,insulation,0,0,0.0,0,0.0,0.0,0.0,0.0,0.96,0.0
ID_cooling_sink,sink,120.0,0,0.0,0,5.0,0.0,0,0,0,0.0
ID_electricity_to_ID_hp_electricity_bus,link,0.0,0,0.0,0,0.0,0.0,0.0,9.0,9,0.0
ID_battery_storage,storage,0.0,0,0.0,0,4.1,0.0,2870.0,41.0,41,16400.0
ID_thermal_storage,storage,0.0,0,0.0,0,8.4,0.0,84.0,84.0,84,8400.0
ID_photovoltaic_electricity_source,source,0,0,0.01,0,0.01,0.0,1800.0,20.0,20,187.16
ID_solar_thermal_source,source,0.0,0.0,0.0,0,0.0,0.0,640.0,16.0,16,0.0
ID_gasheating_transformer,transformer,0.0,0,0.0,0,0.0,0.0,490.0,7.0,7,0.0
ID_GCHP_transformer,transformer,61.22,18.45,79.67,0,4.94,0.0,1849.12,16.0,16,0.0
ID_ASCH_transformer,transformer,95.69,24.31,120.0,0,5.0,0.0,2000.0,20.0,20,0.0
ID_AbsCH_transformer,transformer,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
ID_ASHP_transformer,transformer,0.0,0.0,0.0,0,0.0,0.0,1353.36,12.0,12,0.0
ID_chp_transformer,transformer,0.0,0,0.0,0.0,0.0,0.0,471700.0,9434.0,9434,0.0
