,reductionco2,Electricity Demand,PV,PV_south,PV_excess,battery_losses,GCHP,ASHP,grid_import
0,0.0,54.71,66.05,66.05,34.18,0.0,85.49,0.0,108.34
0,10.0,54.71,66.05,66.05,33.53,0.009999999999999953,88.1,0.0,110.3
0,50.0,54.71,66.05,66.05,21.29,0.33999999999999986,88.61,0.0,98.91
0,95.0,54.71,66.05,66.05,8.59,0.389999999999997,90.22,0.0,87.86
0,98.0,54.71,66.05,66.05,7.65,0.389999999999997,90.24,0.0,86.94
0,99.0,54.71,66.05,66.05,7.34,0.389999999999997,90.24,0.0,86.63
0,100.0,54.71,66.05,66.05,8.19,0.39000000000000057,84.96,4.26,86.46000000000001
