Costs,Emissions,Folder
5678.03,7988932.93,2
5934.76,4536491.27,3
7690.81,9725873.28,4
6237.1,5554185.36,5
4804.6,5084472.58,6
7362.51,5091182.61,7
6381.16,4957115.01,8
7130.68,4928365.7,9
7113.86,4803632.89,10
6445.37,6007441.4,11
6328.07,5055595.26,12
6557.44,5915100.78,13
5901.83,7822191.81,14
6149.65,5484669.81,15
5733.05,5559837.7,16
5712.4,8235382.3,17
6823.13,6269353.86,18
5172.47,6699967.11,19
5084.9,4753063.2,21
6787.69,4931649.44,22
5760.23,6048560.29,23
5300.05,5796850.22,24
6633.13,5286615.66,25
6181.69,6993551.53,26
5925.63,4455396.83,27
6901.16,7143744.04,28
6071.64,4484436.98,30
6542.53,4877905.55,32
5376.13,5971602.91,33
6629.01,5731325.49,34
6640.52,6154063.05,35
6773.59,7138344.61,36
6427.81,7206121.84,37
4832.66,5514994.43,38
6891.35,4891884.97,39
7690.41,4535398.57,40
5259.12,7940364.61,41
6248.97,4453896.83,42
8138.81,4800525.01,43
7653.05,5603211.55,44
5826.03,4866828.57,45
6071.98,4928665.7,46
7046.43,5520472.63,47
6893.74,6810129.97,48
7076.94,6000295.15,49
5963.99,5183065.96,50
6176.76,5553985.36,51
5744.85,4470577.7,52
6417.15,4866828.57,54
6225.75,4389565.99,55
6776.76,5612814.77,56
6226.94,5385067.02,57
5725.8,4331394.45,58
5951.41,6807390.94,59
6727.46,5676228.19,60
5792.57,6431740.35,61
5412.69,4866328.57,62
5516.93,7255274.75,63
6440.03,5915880.24,64
6438.47,5115360.35,65
6014.27,5093709.17,66
5321.01,6336773.66,67
5550.19,5994198.27,69
7196.02,4404756.84,70
7198.15,5470212.9,73
4801.1,4813884.28,74
5780.72,4880563.05,75
6199.15,6947014.23,76
5035.83,6333573.04,77
7632.14,4830933.62,78
5562.63,4755220.46,79
5426.86,5901786.48,80
6275.45,5612452.8,81
6114.29,7839936.76,82
6595.29,8156591.7,84
6899.55,4740723.17,85
6583.92,5404533.78,86
5084.71,6224409.84,87
6898.46,7663127.17,88
5551.6,7019636.67,89
5395.54,5112165.3,90
5763.56,5674115.07,91
6449.77,6281613.14,92
6856.9,4598838.57,93
6981.45,5140049.4,94
7520.55,8259432.27,95
6675.0,9494153.64,96
6257.44,5496105.18,97
6040.52,4484436.98,98
5390.56,4971074.29,99
7398.72,7941885.01,100
6763.6,5090342.2,101
5915.85,7088070.13,102
6935.87,6280849.5,103
6842.39,4735576.86,104
6791.29,7191661.74,105
5245.99,6190897.29,106
6473.01,6191097.29,107
6766.71,4659508.76,108
7030.15,5141652.85,109
5360.79,6835406.11,110
7102.84,5313256.35,111
5440.06,5541780.99,112
5292.21,5093440.92,113
5866.01,5731225.49,114
5981.39,5409582.49,115
5643.01,5608066.09,116
6916.65,5646015.62,117
5821.52,4483536.98,118
5936.25,6761151.95,119
7136.61,4734276.86,120
5370.61,5290163.38,121
7272.67,8001528.65,122
